SYMBOL,R1,R2,R3,R4,R5,R6
Ighv1-78,0,0,0,0,0,0
Ighv1-79,0,0,0,0,0,0
Ighv1-8,0,0,0,0,0,0
Ighv1-80,0,0,0,0,0,0
Ighv1-81,0,0,0,0,0,0
Ighv1-82,0,0,0,0,0,0
Ighv1-83,0,0,0,0,0,0
Ighv1-84,0,0,0,0,0,0
Ighv1-85,0,0,0,0,0,0
Ighv1-86,0,0,0,0,0,0
Ighv1-9,0,0,0,0,0,0
Ighv10-1,0,0,0,0,0,0
Ighv10-2,0,0,0,0,0,0
Ighv10-3,0,0,0,0,0,0
Ighv10-4,0,0,0,0,0,0
Ighv11-1,0,0,0,0,0,0
Ighv11-2,0,0,0,0,0,0
Ighv12-1,0,0,0,0,0,0
Ighv12-2,0,0,0,0,0,0
Ighv12-3,0,0,0,0,0,0
Ighv13-1,0,0,0,0,0,0
Ighv13-2,0,0,0,0,0,0
Ighv14-1,0,0,0,0,0,0
Ighv14-2,0,0,0,0,0,0
Ighv14-3,0,0,0,0,0,0
Ighv14-4,0,0,0,0,0,0
Ighv15-1,0,0,0,0,0,0
Ighv15-2,0,0,0,0,0,0
Ighv16-1,0,0,0,0,0,0
Ighv2-1,0,0,0,0,0,0
Ighv2-2,0,0,0,0,0,0
Ighv2-3,0,0,0,0,0,0
Ighv2-4,0,0,0,0,0,0
Ighv2-5,0,0,0,0,0,0
Ighv2-6,0,0,0,0,0,0
Ighv2-6-8,0,0,0,0,0,0
Ighv2-7,0,0,0,0,0,0
Ighv2-8,0,0,0,0,0,0
Ighv2-9,0,0,0,0,0,0
Ighv2-9-1,0,0,0,0,0,0
Ighv3-1,0,0,0,0,0,0
Ighv3-2,0,0,0,0,0,0
Ighv3-3,0,0,0,0,0,0
Ighv3-4,0,0,0,0,0,0
Ighv3-5,0,0,0,0,0,0
Ighv3-6,0,0,0,0,0,0
Ighv3-7,0,0,0,0,0,0
Ighv3-8,0,0,0,0,0,0
Ighv4-1,0,0,0,0,0,0
Ighv4-2,0,0,0,0,0,0
Ighv5-1,0,0,0,0,0,0
Ighv5-10,0,0,0,0,0,0
Ighv5-11,0,0,0,0,0,0
Ighv5-12,0,0,0,0,0,0
Ighv5-12-4,0,0,0,0,0,0
Ighv5-13,0,0,0,0,0,0
Ighv5-15,0,0,0,0,0,0
Ighv5-16,0,0,0,0,0,0
Ighv5-17,0,0,0,0,0,0
Ighv5-18,0,0,0,0,0,0
Ighv5-19,0,0,0,0,0,0
Ighv5-2,0,0,0,0,0,0
Ighv5-21,0,0,0,0,0,0
Ighv5-3,0,0,0,0,0,0
Ighv5-4,0,0,0,0,0,0
Ighv5-5,0,0,0,0,0,0
Ighv5-6,0,0,0,0,0,0
Ighv5-7,0,0,0,0,0,0
Ighv5-8,0,0,0,0,0,0
Ighv5-9,0,0,0,0,0,0
Ighv5-9-1,0,0,0,0,0,0
Ighv6-1,0,0,0,0,0,0
Ighv6-2,0,0,0,0,0,0
Ighv6-3,0,0,0,0,0,0
Ighv6-4,0,0,0,0,0,0
Ighv6-5,0,0,0,0,0,0
Ighv6-6,0,0,0,0,0,0
Ighv6-7,0,0,0,0,0,0
Ighv7-1,0,0,0,0,0,0
Ighv7-2,0,0,0,0,0,0
Ighv7-3,0,0,0,0,0,0
Ighv7-4,0,0,0,0,0,0
Ighv8-1,0,0,0,0,0,0
Ighv8-10,0,0,0,0,0,0
Ighv8-11,0,0,0,0,0,0
Ighv8-12,0,0,0,0,0,0
Ighv8-13,0,0,0,0,0,0
Ighv8-14,0,0,0,0,0,0
Ighv8-15,0,0,0,0,0,0
Ighv8-16,0,0,0,0,0,0
Ighv8-2,0,0,0,0,0,0
Ighv8-3,0,0,0,0,0,0
Ighv8-4,0,0,0,0,0,0
Ighv8-5,0,0,0,0,0,0
Ighv8-6,0,0,0,0,0,0
Ighv8-7,0,0,0,0,0,0
Ighv8-8,0,0,0,0,0,0
Ighv8-9,0,0,0,0,0,0
Ighv9-1,0,0,0,0,0,0
Ighv9-2,0,0,0,0,0,0
Ighv9-3,0,0,0,0,0,0
Ighv9-4,0,0,0,0,0,0
Igip,583,618,359,393,491,424
Igkc,0,0,0,0,0,0
Igkj1,0,0,0,0,0,0
Igkj2,0,0,0,0,0,0
Igkj3,0,0,0,0,0,0
Igkj4,0,0,0,0,0,0
Igkj5,0,0,0,0,0,0
Igkv1-108,0,0,0,0,0,0
Igkv1-110,0,0,0,0,0,0
Igkv1-115,0,0,0,0,0,0
Igkv1-117,0,0,0,0,0,0
Igkv1-122,0,0,0,0,0,0
Igkv1-131,0,0,0,0,0,0
Igkv1-132,0,0,0,0,0,0
Igkv1-133,0,0,0,0,0,0
Igkv1-135,0,0,0,0,0,0
Igkv1-136,0,0,0,0,0,0
Igkv1-35,0,0,0,0,0,0
Igkv1-88,0,0,0,0,0,0
Igkv1-99,0,0,0,0,0,0
Igkv10-94,0,0,0,0,0,0
Igkv10-95,0,0,0,0,0,0
Igkv10-96,0,0,0,0,0,0
Igkv11-106,5,0,0,0,0,0
Igkv11-114,5,0,0,0,0,0
Igkv11-118,5,0,0,0,0,0
Igkv11-125,0,0,0,0,0,0
Igkv12-38,0,0,0,0,0,0
Igkv12-40,0,0,0,0,0,0
Igkv12-41,0,0,0,0,0,0
Igkv12-42,0,0,0,0,0,0
Igkv12-44,0,0,0,0,0,0
Igkv12-46,0,0,0,0,0,0
Igkv12-47,0,0,0,0,0,0
Igkv12-49,0,0,0,0,0,0
Igkv12-66,0,0,0,0,0,0
Igkv12-67,0,0,0,0,0,0
Igkv12-89,0,0,0,0,0,0
Igkv12-98,0,0,0,0,0,0
Igkv13-54-1,0,0,0,0,0,0
Igkv13-55-1,0,0,0,0,0,0
Igkv13-56-1,0,0,0,0,0,0
Igkv13-57-1,0,0,0,0,0,0
Igkv13-57-2,0,0,0,0,0,0
Igkv13-61-1,0,0,0,0,0,0
Igkv13-62-1,0,0,0,0,0,0
Igkv13-64,0,0,0,0,0,0
Igkv13-71-1,0,0,0,0,0,0
Igkv13-73-1,0,0,0,0,0,0
Igkv13-74-1,0,0,0,0,0,0
Igkv13-76,0,0,0,0,0,0
Igkv13-78-1,0,0,0,0,0,0
Igkv13-80-1,0,0,0,0,0,0
Igkv13-82,0,0,0,0,0,0
Igkv13-84,0,0,0,0,0,0
Igkv13-85,0,0,0,0,0,0
Igkv13-87,0,0,0,0,0,0
Igkv14-100,0,0,0,0,0,0
Igkv14-111,0,0,0,0,0,0
Igkv14-118-1,0,0,0,0,0,0
Igkv14-118-2,0,0,0,0,0,0
Igkv14-126,0,0,0,0,0,0
Igkv14-126-1,0,0,0,0,0,0
Igkv14-130,0,0,0,0,0,0
Igkv14-134-1,0,0,0,0,0,0
Igkv15-101,0,0,0,0,0,0
Igkv15-101-1,0,0,0,0,0,0
Igkv15-102,0,0,0,0,0,0
Igkv15-103,0,0,0,0,0,0
Igkv15-97,0,0,0,0,0,0
Igkv16-104,0,0,0,0,0,0
Igkv17-121,0,0,0,0,0,0
Igkv17-127,0,0,0,0,0,0
Igkv17-134,0,0,0,0,0,0
Igkv18-36,0,0,0,0,0,0
Igkv19-93,0,0,0,0,0,0
Igkv2-105,0,0,0,0,0,0
Igkv2-107,0,0,0,0,0,0
Igkv2-109,0,0,0,0,0,0
Igkv2-112,0,0,0,0,0,0
Igkv2-113,0,0,0,0,0,0
Igkv2-116,0,0,0,0,0,0
Igkv2-137,0,0,0,0,0,0
Igkv2-93-1,0,0,0,0,0,0
Igkv2-95-1,0,0,0,0,0,0
Igkv2-95-2,0,0,0,0,0,0
Igkv20-101-2,0,0,0,0,0,0
Igkv3-1,0,0,0,0,0,0
Igkv3-10,0,0,0,0,0,0
Igkv3-11,0,0,0,0,0,0
Igkv3-12,0,0,0,0,0,0
Igkv3-12-1,0,0,0,0,0,0
Igkv3-2,0,0,0,0,0,0
Igkv3-3,0,0,0,0,0,0
Igkv3-4,0,0,0,0,0,0
Igkv3-5,0,0,0,0,0,0
Igkv3-6,0,0,0,0,0,0
Igkv3-7,0,0,0,0,0,0
Igkv3-8,0,0,0,0,0,0
Igkv3-9,0,0,0,0,0,0
Igkv4-50,0,0,0,0,0,0
Igkv4-51,0,0,0,0,0,0
Igkv4-53,0,0,0,0,0,0
Igkv4-54,0,0,0,0,0,0
Igkv4-55,0,0,0,0,0,0
Igkv4-56,0,0,0,0,0,0
Igkv4-57,0,0,0,0,0,0
Igkv4-57-1,0,0,0,0,0,0
Igkv4-58,0,0,0,0,0,0
Igkv4-59,0,0,0,0,0,0
Igkv4-60,0,0,0,0,0,0
Igkv4-61,0,0,0,0,0,0
Igkv4-62,0,0,0,0,0,0
Igkv4-63,0,0,0,0,0,0
Igkv4-65,0,0,0,0,0,0
Igkv4-68,0,0,0,0,0,0
Igkv4-69,0,0,0,0,0,0
Igkv4-70,0,0,0,0,0,0
Igkv4-71,0,0,0,0,0,0
Igkv4-72,0,0,0,0,0,0
Igkv4-73,0,0,0,0,0,0
Igkv4-74,0,0,0,0,0,0
Igkv4-75,0,0,0,0,0,0
Igkv4-77,0,0,0,0,0,0
Igkv4-78,0,0,0,0,0,0
Igkv4-79,0,0,0,0,0,0
Igkv4-80,0,0,0,0,0,0
Igkv4-81,0,0,0,0,0,0
Igkv4-83,0,0,0,0,0,0
Igkv4-86,0,0,0,0,0,0
Igkv4-90,0,0,0,0,0,0
Igkv4-91,0,0,0,0,0,0
Igkv4-92,0,0,0,0,0,0
Igkv5-37,0,0,0,0,0,0
Igkv5-39,0,0,0,0,0,0
Igkv5-40-1,0,0,0,0,0,0
Igkv5-43,0,0,0,0,0,0
Igkv5-45,0,0,0,0,0,0
Igkv5-48,0,0,0,0,0,0
Igkv6-13,0,0,0,0,0,0
Igkv6-14,0,0,0,0,0,0
Igkv6-15,0,0,0,0,0,0
Igkv6-17,0,0,0,0,0,0
Igkv6-20,0,0,0,0,0,0
Igkv6-23,0,0,0,0,0,0
Igkv6-25,0,0,0,0,0,0
Igkv6-29,0,0,0,0,0,0
Igkv6-32,0,0,0,0,0,0
Igkv7-33,0,0,0,0,0,0
Igkv8-16,0,0,0,0,0,0
Igkv8-18,0,0,0,0,0,0
Igkv8-19,0,0,0,0,0,0
Igkv8-21,0,0,0,0,0,0
Igkv8-22,0,0,0,0,0,0
Igkv8-24,0,0,0,0,0,0
Igkv8-26,0,0,0,0,0,0
Igkv8-27,0,0,0,0,0,0
Igkv8-28,0,0,0,0,0,0
Igkv8-30,0,0,0,0,0,0
Igkv8-31,0,0,0,0,0,0
Igkv8-34,0,0,0,0,0,0
Igkv9-119,0,0,0,0,0,0
Igkv9-120,0,0,0,0,0,0
Igkv9-123,0,0,0,0,0,0
Igkv9-124,0,0,0,0,0,0
Igkv9-128,0,0,0,0,0,0
Igkv9-129,1,0,0,0,0,0
Iglc1,0,0,0,0,0,0
Iglc2,0,0,0,0,0,0
Iglc3,0,0,0,0,0,0
Iglc4,0,0,0,0,0,0
Iglj1,0,0,0,0,0,0
Iglj2,0,0,0,0,0,0
Iglj3,0,0,0,0,0,0
Iglj3p,0,0,0,0,0,0
Iglj4,0,0,0,0,0,0
Igll1,7,0,0,0,18,3
Iglon5,28,38,15,6,22,2
Iglv1,0,0,0,0,0,0
Iglv2,0,0,0,0,0,0
Iglv3,0,0,0,0,0,0
Igsf1,0,0,0,0,2,0
Igsf10,134,221,100,420,379,171
Igsf11,10,28,6,7,46,20
Igsf21,0,0,0,0,0,0
Igsf23,0,0,0,0,0,0
Igsf3,905,640,798,780,616,769
Igsf5,0,0,0,0,0,0
Igsf6,0,42,94,0,10,13
Igsf8,1896,1906,2121,1838,1821,2214
Igsf9,2680,3223,3598,2060,3397,2289
Igsf9b,103,97,168,144,99,163
Igtp,199,71,142,101,141,103
Ihh,0,0,0,3,0,0
Iigp1,11,0,0,19,28,23
Ik,2883,2926,3176,2776,3264,2596
Ikbip,583,836,607,656,742,573
Ikbkb,2035,2747,2650,2217,2948,2246
Ikbke,520,681,673,787,1219,1041
Ikbkg,1102,1390,2133,1229,1494,1273
Ikzf1,0,24,0,43,44,51
Ikzf2,75,289,54,55,34,15
Ikzf3,0,0,0,0,0,0
Ikzf4,480,584,643,226,539,82
Ikzf5,915,950,1041,851,1315,979
Il10,0,0,0,0,0,0
Il10ra,0,69,44,0,14,0
Il10rb,600,474,639,810,927,746
Il11,58,13,54,56,29,49
Il11ra1,6328,6175,7131,9522,11893,12074
Il11ra2,204,77,40,509,718,727
Il12a,0,0,0,0,0,0
Il12b,0,0,0,0,0,0
Il12rb1,0,0,0,4,1,0
Il12rb2,0,0,9,18,14,0
Il13,0,0,0,0,0,0
Il13ra1,3475,2652,3237,5790,6305,5978
Il13ra2,57,8,21,324,158,341
Il15,25,21,40,12,28,42
Il15ra,169,138,126,213,335,350
Il16,77,148,68,62,107,69
Il17a,0,0,0,0,0,0
Il17b,15,0,0,35,0,0
Il17c,0,0,0,8,8,0
Il17d,274,318,195,150,135,171
Il17f,35,57,14,4,0,5
Il17ra,935,919,993,908,1274,1071
Il17rb,372,441,667,522,567,540
Il17rc,1334,1263,1509,1764,2012,2234
Il17rd,645,1275,1243,1098,1083,1366
Il17re,1386,1479,1066,1512,2027,1738
Il18,0,44,0,22,49,7
Il18bp,172,239,216,114,260,111
Il18r1,32,43,68,202,96,136
Il18rap,62,84,121,90,73,87
Il19,0,0,8,0,9,15
Il1a,63,23,20,84,72,33
Il1b,25,184,78,19,41,45
Il1f10,37,4,0,24,14,8
Il1f5,326,241,79,273,345,224
Il1f6,0,0,0,71,15,17
Il1f8,12,0,0,32,13,0
Il1f9,77,57,1,134,97,117
Il1r1,557,707,898,987,1298,1303
Il1r2,22,790,428,5,143,115
Il1rap,540,551,763,626,689,655
Il1rapl1,1,48,23,0,3,0
Il1rapl2,0,3,0,2,4,0
Il1rl1,14,0,18,18,30,26
Il1rl2,916,1441,1360,2385,1981,1871
Il1rn,298,218,8,773,388,833
Il2,0,0,0,0,0,0
Il20,0,0,0,0,0,0
Il20ra,0,0,28,1,15,0
Il20rb,1191,939,1021,2330,2508,2460
Il21,0,1,0,1,5,2
Il21r,0,63,16,19,21,1
Il22,0,0,0,0,0,0
Il22ra1,460,712,780,652,844,860
Il22ra2,5,19,21,0,0,7
Il23a,10,23,1,17,4,35
Il23r,27,0,0,10,0,0
Il24,0,0,0,0,0,1
Il25,0,0,28,0,0,0
Il27,0,0,0,11,3,0
Il27ra,0,4,1,0,0,0
Il2ra,10,56,9,5,22,10
Il2rb,13,29,40,20,24,27
Il2rg,0,0,68,37,23,34
Il3,0,0,0,0,0,0
Il31,0,0,0,0,0,0
Il31ra,2891,2026,4353,1445,2851,2641
Il33,50,35,23,19,53,34
Il34,413,302,377,472,650,537
Il3ra,21,34,28,78,37,48
Il4,14,41,0,31,66,25
Il4i1,25,59,0,45,74,71
Il4ra,509,261,350,2227,2201,2686
Il5,0,0,0,5,3,1
Il5ra,0,0,59,3,3,1
Il6,73,5,26,127,23,74
Il6ra,144,193,329,684,638,831
Il6st,2925,2831,3471,5958,6723,6462
Il7,74,14,64,49,100,31
Il7r,10,24,17,1,15,64
Il9,0,0,0,0,0,0
Il9r,0,1,0,0,0,0
Ildr1,428,513,413,414,441,407
Ildr2,0,0,0,0,3,14
Ilf2,2144,2145,2739,1903,2568,1735
Ilf3,2333,3056,3304,2869,3106,3010
Ilk,1741,1469,1608,1506,1908,1605
Ilkap,2018,2101,2632,1292,1876,1342
Iltifb,0,0,0,0,0,0
Ilvbl,1204,1087,1505,913,1159,941
Immp1l,663,804,740,576,683,479
Immp2l,19,36,67,50,29,37
Immt,2208,2563,2598,2508,2775,2958
Imp3,770,775,857,1009,908,810
Imp4,924,1212,1164,1306,1421,1351
Impa1,585,767,744,909,955,787
Impa2,574,695,672,658,615,745
Impact,906,1146,1315,586,681,433
Impad1,2313,3367,4121,3763,4336,3763
Impdh1,418,354,466,447,542,474
Impdh2,4689,3010,3764,5714,4364,5579
Impdh2-ps,0,0,0,0,0,0
Impg1,22,14,0,0,0,0
Impg2,31,0,0,37,4,0
Ina,21,0,0,20,0,15
Inafm1,1567,1771,1556,770,1397,1128
Inafm2,183,338,254,245,322,251
Inava,548,324,404,370,387,409
Inca1,18,12,10,12,19,33
Incenp,391,519,469,852,838,561
Inf2,5710,6542,7561,4991,6287,5878
Ing1,1468,1320,1859,1755,1494,1483
Ing2,453,538,687,443,344,403
Ing3,562,614,572,687,570,625
Ing4,1046,1831,1484,1176,1546,1185
Ing5,1041,1566,1300,938,1033,862
Inha,307,628,540,192,459,281
Inhba,13,5,3,194,94,85
Inhbb,1024,875,1088,3856,3745,2968
Inhbc,0,0,0,0,0,0
Inhbe,80,1,40,11,19,12
Inip,323,494,422,394,479,476
Inka1,244,99,271,245,159,174
Inka2,55,93,86,104,103,196
Inmt,0,0,0,0,0,0
Ino80,1301,1922,1440,1848,1982,1951
Ino80b,544,96,188,309,250,211
Ino80c,863,690,1052,660,1080,756
Ino80d,1769,3205,3859,2253,3161,2176
Ino80e,649,786,946,854,984,1135
Inpp1,185,219,115,210,267,183
Inpp4a,1023,1174,1298,656,893,903
Inpp4b,1041,856,1432,1476,1151,1083
Inpp5a,1139,1241,1616,934,1062,1078
Inpp5b,518,596,381,457,457,599
Inpp5d,0,90,23,37,37,96
Inpp5e,1591,1471,1870,1119,1627,1581
Inpp5f,1567,1466,1568,1330,1588,1219
Inpp5j,40,19,29,57,95,37
Inpp5k,2372,2680,3221,2031,3070,2635
Inppl1,1880,2604,2502,1630,2008,1562
Ins1,0,0,0,0,0,0
Ins2,0,0,0,0,0,0
Insc,0,0,0,0,0,0
Insig1,4146,2803,3317,3398,2549,3560
Insig2,1305,948,1103,1247,1110,1101
Insl3,32,19,8,1,24,18
Insl5,0,0,0,0,0,0
Insl6,5,18,78,16,15,29
Insm1,0,0,42,19,1,0
Insm2,0,0,0,0,0,0
Insr,1773,2238,2477,2279,2294,2458
Insrr,0,0,0,7,6,10
Insyn1,68,45,87,63,111,34
Ints1,1999,2268,2253,1897,2927,2146
Ints10,729,780,665,1038,1296,1030
Ints11,1057,1044,1012,1080,1150,1127
Ints12,849,783,865,701,849,591
Ints13,1249,1315,1289,1496,1686,1565
Ints14,942,685,1272,899,875,848
Ints2,649,792,699,778,887,975
Ints3,1418,1221,2240,1775,2106,2037
Ints4,1781,1610,1578,1592,2026,1526
Ints5,453,696,656,634,837,681
Ints6,1986,998,1205,1670,1417,1709
Ints6l,4582,6797,5964,3088,4561,2852
Ints7,873,1078,1177,1219,1157,1236
Ints8,1255,1157,1181,1311,1350,1283
Ints9,0,101,19,41,73,54
Intu,155,181,299,149,150,153
Invs,270,165,248,276,252,188
Ip6k1,4765,5694,6006,4531,5943,4769
Ip6k2,830,1115,1221,802,1042,784
Ip6k3,0,0,0,32,4,21
Ipcef1,1,8,0,1,0,0
Ipmk,847,813,954,885,865,819
Ipo11,650,733,970,858,942,707
Ipo13,1364,1757,2017,2020,2327,2314
Ipo4,1263,955,1576,1471,1729,1712
Ipo5,2960,2875,2867,3695,3827,3672
Ipo7,2489,2452,3717,5610,4562,4481
Ipo8,1574,1237,1898,1842,1679,1621
Ipo9,1218,2076,1934,1643,1994,1706
Ipp,211,171,306,230,348,258
Ippk,253,411,503,285,427,424
Iqca,0,0,17,2,0,0
Iqcb1,828,516,502,379,519,352
Iqcc,189,349,308,265,356,249
Iqcd,0,15,0,3,8,14
Iqce,1110,848,1308,909,1232,1098
Iqcf1,0,0,0,0,0,0
Iqcf3,0,0,0,0,0,0
Iqcf4,0,0,0,0,0,0
Iqcf5,0,0,0,0,0,0
Iqcg,119,45,58,19,65,49
Iqch,1,34,0,13,26,14
Iqcj,0,0,1,0,0,0
Iqck,33,32,35,15,46,0
Iqcm,20,0,0,5,4,0
Iqcn,438,304,326,611,230,484
Iqgap1,10256,11079,11409,13588,13600,13719
Iqgap3,206,176,126,793,828,723
Iqschfp,0,0,0,0,0,0
Iqsec1,3003,3355,4241,1832,2358,2022
Iqsec2,1254,1554,1991,1143,1452,1183
Iqsec3,0,1,4,5,12,0
Iqub,0,0,0,0,7,0
Irak1,1874,2551,2679,2403,3323,2732
Irak1bp1,250,378,201,225,256,230
Irak2,261,158,243,217,163,296
Irak3,195,133,41,176,153,360
Irak4,429,436,459,536,593,593
Ireb2,2031,2803,2994,1780,2498,1861
Irf1,6745,3739,4591,5307,1785,4925
Irf2,626,717,882,986,950,1096
Irf2bp1,768,1034,1127,1017,1521,1242
Irf2bp2,2604,3342,4098,3413,4366,4488
Irf2bpl,1683,2761,3020,3014,4561,3367
Irf3,2218,2663,2525,1661,2615,2141
Irf4,0,21,0,0,18,19
Irf5,109,147,126,237,97,252
Irf6,8013,7408,9639,9484,9949,8476
Irf7,336,123,194,287,198,393
Irf8,9,13,23,8,6,15
Irf9,1150,861,851,1076,1212,1300
Irgc1,0,0,0,0,6,0
Irgm1,84,131,144,157,274,137
Irgm2,204,206,192,191,263,171
Irgq,616,939,1000,957,1142,1296
Irs1,867,1778,1638,1260,1838,1369
Irs2,5050,5200,5728,7638,3472,7351
Irs3,0,0,0,1,7,0
Irs4,0,0,0,0,0,0
Irx1,1024,1235,1527,2206,2262,2332
Irx2,6986,7576,8276,7713,9561,8552
Irx3,3013,2062,2980,3095,2903,3283
Irx4,2027,3473,4044,3121,2956,2259
Irx5,2298,1608,2089,3121,2706,2733
Irx6,0,0,0,0,0,0
Isca1,796,914,1093,976,1219,1023
Isca2,577,553,572,543,625,555
Iscu,1087,877,848,679,951,813
Isg20,69,42,81,93,129,69
Isg20l2,985,1185,1176,1315,1635,1457
Isl1,46,27,70,0,13,0
Isl2,20,0,0,4,0,0
Islr,0,24,0,28,21,0
Islr2,14,36,2,3,10,26
Ism1,3489,3140,4058,4029,5716,5841
Ism2,0,45,51,48,22,17
Isoc1,4167,4607,5236,4155,4838,4027
Isoc2a,627,843,670,616,602,612
Isoc2b,194,77,169,73,78,98
Ispd,216,431,410,293,354,338
Ist1,4620,3922,4417,4282,4374,4148
Isx,0,0,0,0,0,0
Isy1,1147,1487,1263,1455,1401,1288
Isyna1,1550,1046,1864,1955,1796,2194
Itch,2243,1844,2366,2641,2540,2261
Itfg1,2353,2068,2360,1976,2214,1975
Itfg2,635,691,731,688,792,514
Itga1,770,906,946,1471,1606,1685
Itga10,98,17,88,149,101,93
Itga11,8,16,23,64,38,17
Itga2,5471,6856,7672,4309,5308,4378
Itga2b,171,182,255,200,121,156
Itga3,6653,8133,8007,7279,9020,9020
Itga4,519,333,529,190,163,235
Itga5,433,782,644,696,898,669
Itga6,13875,17834,17061,20974,20935,19276
Itga7,152,163,133,61,107,26
Itga8,64,133,65,156,69,78
Itga9,0,30,0,47,37,45
Itgad,0,0,24,8,4,1
Itgae,0,31,17,0,6,0
Itgal,6,0,26,7,8,35
Itgam,6,42,15,14,17,10
Itgav,3021,2955,4500,3851,4371,3827
Itgax,0,128,107,0,9,43
Itgb1,11456,9967,12077,12443,12091,11020
Itgb1bp1,282,396,522,363,427,440
Itgb1bp2,28,22,3,15,28,0
Itgb2,0,76,22,4,0,42
Itgb2l,0,0,0,0,0,0
Itgb3,71,68,52,38,47,46
Itgb3bp,58,53,54,49,35,44
Itgb4,26515,35140,39003,26508,34265,31899
Itgb5,2447,2739,3250,2907,2424,2257
Itgb6,521,312,1187,869,748,748
Itgb7,47,105,15,20,44,37
Itgb8,4228,4859,4167,6800,6011,5170
Itgbl1,34,66,50,388,86,97
Itih1,0,0,0,0,0,0
Itih2,0,0,0,0,8,0
Itih3,0,0,0,3,0,0
Itih4,0,20,0,3,8,11
Itih5,237,277,142,2840,2175,2330
Itih5l-ps,116,87,198,11,21,7
Itk,0,0,0,8,0,1
Itln1,0,0,0,0,0,0
Itm2a,453,464,476,327,272,236
Itm2b,25215,24762,25662,21106,22865,18938
Itm2c,2568,2832,3430,4101,4325,3709
Itpa,830,1045,814,842,1040,807
Itpa-ps1,0,0,0,0,3,0
Itpa-ps2,0,0,0,0,0,0
Itpa-ps3,0,0,0,0,0,0
Itpk1,812,981,1228,1331,1703,1285
Itpka,48,187,90,92,98,92
Itpkb,1311,1250,2377,1129,1086,1324
Itpkc,4651,3133,3630,4835,2706,4749
Itpr1,62,92,2,67,59,23
Itpr2,1317,1357,2155,2183,2692,3188
Itpr3,19766,25662,30981,19807,25011,22723
Itprid1,16,0,0,12,27,0
Itprid2,8553,10426,11922,7405,6968,5468
Itprip,577,881,943,711,527,711
Itpripl1,720,1064,1304,591,1309,867
Itpripl2,2548,3627,3377,3386,3613,3421
Itsn1,1581,2077,1947,1759,2131,1963
Itsn2,1684,1831,2435,2257,2510,2235
Ivd,2298,1899,2375,1369,1947,1367
Ivl,206,96,92,176,126,33
Ivns1abp,6884,7397,7890,5519,7466,5425
Iws1,1411,1785,2036,1742,1606,1485
Iyd,46,117,157,22,35,7
Izumo1,0,11,80,34,26,46
Izumo1r,0,37,0,0,0,0
Izumo2,0,0,0,0,0,0
Izumo3,0,0,0,0,0,0
Izumo4,335,489,366,217,339,216
Jade1,520,890,957,564,694,789
Jade2,1265,1658,2374,947,2588,2771
Jade3,422,692,502,478,488,501
Jag1,3109,3725,5006,8211,6404,7224
Jag2,15976,20610,21793,15105,19424,16283
Jagn1,461,318,666,408,522,358
Jak1,3732,3553,4106,4591,4435,4756
Jak2,1992,1736,2973,2063,2438,2194
Jak3,503,477,570,418,792,568
Jakmip1,0,1,28,24,38,0
Jakmip2,26,66,1,33,23,24
Jakmip3,0,0,0,0,0,0
Jam2,31,39,41,15,48,27
Jam3,50,35,45,36,50,19
Jaml,16,14,3,16,9,12
Jarid2,800,1341,941,695,676,758
Jazf1,363,219,360,136,158,159
Jcad,1083,1425,1370,829,1060,928
Jchain,1,1,1,4,10,0
Jdp2,298,342,146,342,355,463
Jhy,0,0,0,0,0,0
Jkamp,936,751,731,696,842,606
Jmjd1c,1304,1849,1943,2043,1801,1813
Jmjd4,254,459,596,284,537,320
Jmjd6,1496,1042,1368,1016,1058,1087
Jmjd7,99,186,172,157,172,198
Jmjd8,693,728,838,816,1081,796
Jmy,1559,1752,2528,2097,2298,2086
Josd1,1594,1810,1977,1943,2093,2086
Josd2,661,414,635,921,1007,823
Jph1,80,111,57,74,126,112
Jph2,0,0,0,0,1,6
Jph3,0,0,0,4,0,0
Jph4,60,53,67,52,85,26
Jpt1,890,606,593,1295,1095,1009
Jpt2,1033,652,1228,1629,1814,1701
Jrk,42,106,103,83,189,163
Jrkl,599,820,729,430,638,394
Jsrp1,0,32,14,1,0,0
Jtb,955,1385,1531,1250,1565,1095
Jun,174920,118585,158321,179623,101883,197842
Junb,59588,43435,56392,42486,27627,47442
Jund,22730,17184,21382,22702,15624,28669
Jup,22401,19740,23541,20620,19585,21558
K230010J24Rik,354,370,454,364,546,243
Kalrn,698,824,699,1531,1609,1520
Kank1,9920,8226,10174,11615,13492,15967
Kank2,1752,1760,2419,1360,2088,1761
Kank3,162,242,232,205,306,268
Kank4,133,152,250,27,22,15
Kansl1,2639,3298,3616,3191,2963,3382
Kansl1l,2755,2716,3090,2682,2402,2418
Kansl2,1346,1583,1626,1667,2012,1435
Kansl2-ps,0,0,0,0,0,0
Kansl3,2934,3097,3638,2391,2801,2942
Kantr,787,847,773,613,619,671
Kap,0,0,0,0,0,0
Kars,1836,1923,2225,2668,3087,2625
Kars-ps1,0,0,0,0,0,0
Kat14,966,1279,1264,1014,1348,1321
Kat2a,1134,1395,1664,1379,1957,1949
Kat2b,1487,1575,1736,1309,1352,1299
Kat2b-ps,0,1,0,0,0,0
Kat5,1285,1527,1256,1237,1450,1360
Kat6a,3798,3803,4734,4600,4466,4463
Kat6b,1160,969,1811,1345,1286,1165
Kat6b-ps1,0,0,0,3,0,2
